Tag,Text
fund raising,"verification ® representation company details legal representation please fill information verify company . ‘ why dowe information? ‘ the information willbe verify identity compliance european know your client anti money laundering policies . ‘ your information confidential stored 5 years . by providing information clicking “ continue ” consenting data processed, ‘ company name neufund legal form gmbh “ street andhouse number, ‘ zpcode ‘ country of residency germany jurisdiction of incorporation, germany save review"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/13/2022 1228 am a nuriogamna sauer ‘ 9838182381029901~29898, cards againet humanity first 1 $20 expansion giraffecam 3.0 ultra rigid}. ad android ‘ coaboystudio photography & 1 $3.1 video portrait subtotal $18.54 t = ca tax 7 . 7600 159 . 681 bu ma) total, $159 . 681 xad07 visa charge $189 . 681 aid sg0003a161105 visa debit auth code . 051106 some promotions may reduce the refund value of items sockets io air iia iir iiis, we feedback! jake quick survey enter chance jo win $250 store gift card . go myfakestore . com/win * 5 winners monthiy * ork iiit iiia iori iai iain io cashier john doe store 123 pos 003 transact ion2529 qunday, february 18, 2082 1223 am"
bank statement,"page 10f5 03/02/2022 4090001004290 ges anycompany corp 999999999 16769 3 c 001 11 s 66 002 jane doe 2787 jacobson views, quitzonhaven, ma 83782 your consolidated statement contact for 03/02/2022 ba cericcom bey g5s) sssc0101 do digital banking bank leave home check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today . com/u . example bank, member fdic to learn, visit example.com/abcxyz 2020 anycompany corp if traveling usa concems accessing account traveling, contact branch banker call 858lll0101 summary accounts agcountname account number balance () __ details on checking 001379962 1,861.76 page 1 total checking money market savings accounts $1,861.76 savings _ _ _ 137996294836 __16, 299.60 page 3 total savings accounts $16,299.60 checking money market savings accounts checking 001379962948 account summary your previ checks . fe} 03/02/2022 jebits service charge depo your balance 06/17/2020 average posted balance statement cycle $19,065.93 checks date check #amount (8) amount (8) date check #amount ($) 05/26 1401 total checks — = $701.39 * indicates skip sequential check numbers item = page 1 1 0000667"
bank statement,"page 10f5 03/02/2022 1090001004290 gi anycompany holdings llc 999999999 16769 3.c.001 11 s 66.002 jorge souza 960 morissette canyon, north darlinemouth, mn 838169888 your consolidated statement contact for 03/02/2022 eg exami . (358) s85.0101 do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u example bank, member fdic . to learn, visit example.com/abcxyz 2020 anycompany holdings llc lf traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account number balance ($) __details 006655362480 3,314.28 page 1 total checking savings accounts $3,314.28 savings ___ 865536248036 10,771.69 page 3 total savings accounts ~ ~~ $10,771 6 ” checking money market savings accounts checking 006655362480 account summary ir previous balance 03/02/2022 deposits, credits interest your balance 06/17/2020~=~ * ~cs * s~s hbb average posted balance statement cycle $19,657.36 amount (s) check #amount (s $) date check #amount ($) date check _101 . 39 06/09 985026 “ indicates skip sequential check numbers item total checks = page 1 1 0000667"
receipt,"the aiml store 1294 somewhere rd poway, california 92129 02/18/2022 1228 am cue acl el iphone 6s case, iphone 6 1 $18.96 wlb toronto blue jays 1 $46.23 headwear,; complete tattoo kit 3 pro 1 84.9 subtotal $119.08 t = oa tax 7.7500 128.011 8.931 total $128,011 x6093 diner charge 9128.011 aid c000507969866 diner debit . auth code 069866 some promotions may reduce the refund value of items srs orarorogoc edie eoerono ocho aco we feedback! take quick survey enter chance to hin $250 store gift card . go myfakestore . com/win . * s wioners menthiy * serre eroohoroincio boo ocrhoocceiooodoe cashier john doe store 122 pos o08 transact ion 2629 sunday, february 18, 2022 1228 am"
bank statement,"page 10f5 03/02/2022 de 1090001004290 cies anycompany banking services 999999999 16769 3 c 001.11 s 66002 ana carolina silva 796 terrence squares, new fredricfort, ny 13057 your consolidated statement contact (858) lll0101 for 03/02/2022 example.com (858) 5550101 do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany banking services . if traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account number balance ($) details on 006384050022 ——t=cti 20.8 page 1 total checking money market savings accounts $13,429 88 —_ savings ___ 638405002236 15,086.42 total savings accounts $15,086.42 checking money market savings accounts ™ checking 006384050022 account summary your previous balance 03/02/2022 $14,689.11 sits, credits interest . balance 06/17/2020 = $13,429.88 average posted balance statement cycle $2,766.86 checks date check #amount ($) date check #amount ($) date check #amount ($); _ 1401 06/05 * 965025 10439 50; ~150,0 (total checks _ = page 1 1 0000667"
bank statement,"1o, the branch manager state bank india mayur vihar branch new delhi date 20/01/2021 from, ms. kaveeri singh sector 2, rohini, new delhi subject request issue bank statemen dear sir, ° _ i customer ° state b bank india 3 years . iam holding savings account ss kaveeri singh mayur vihar branch . my account 76892235678. » i completed mg delhi, india, interested abroad higher studies, toa apply foreign university, i submit bank statement tas required document . it required visa processing . so, ‘ es, ny b bank statement earliest submit r ree documents . thanki ry yours sincerely, kaveeri singh"
tax return,"explanation of transaction ae eetuen thes aannaee222221 reduced removed prior tax asue 11112555855550 interest credited account exes 2on10608 date 03012021 1262621 05242621 awount $4,056.00 ~ $600.00 0.00 weet"
receipt,"the ainl store 1234 somewhere rd poway, california 92129 02/13/2022 1228 am value asual anger amar ue ‘ 9g38182381929981~298901 harley davidsen tattoo twin 1 98.02 comforter 7 shopkins 2016 wall calendar} $15.8 colored recyctéd mirror glass $18.88 pebbles subtotal $131.60 t = ca tax 7.7500 141.47 99.87 total $141.47 2062 mastercard charse $141.47 aid 49000598535645 mastercard debit auth code 065645 some promotions may reduce the refund valle of items 2k iock ico iiit iir iti iii we feedback! take quick survey enter chance to hin $250 store gift card . go myfakestore . com/win 5 winners monthiy * ork ioioek iiia io idoi iori . cashier john doe store 123 pos o08 transact ion 2529 sunday, february 18, 2022 1228 am"
receipt,"the aiml store 1234 somewhere ro poway, california 92129 02/18/2022 1228 am 9096102381029381236981, ut case, lk air hybrid] 1 $20.98 xise sexy fox tail vibrating 1 $6.01 bohm wirelese bluetooth over 1 $130.2 ear subtotal $176.08 t = ca tax 7 . 7500 189, 297 918 . 207 total $189 . 297 xgat3 amex charge 3199 . 297 alb a0000256192683 amex debit auth code) sowe promotions may reduce . the refund valle of tems; ae ronde eeodoirrodooeo boc rgae we feedback! take quick survey.and enter chance to hin $250 store gift.card . go lyfakestore . com/win * s winners monthly * oro ooredcoekiiodorooogie kono cashier jotn doe store 123 pos 008 transact ion2529 sunday, february 18, 2022 1228 am"
receipt,"the ainl store 1234 somewhere rd poway, california 92129 “ 92/13/2022 12128 am rm aenuculuon alu ame asus pb2780 27"" wohd 1 $458.29 2560x1440 . ford f160 2004 2005 2006 1 $178.56 du phantom 3 standard 1 9540.94 quadcopter subtotal $1, 17389 t= ca tax 7.7800 $88 . 042 1,261 . 922 total $1,261 . 982 x9008 amex charbe $1,261 22 aid 0000490852208 amex cebit auth code 68208 some promotions may . reduce the refund value of tens eek ioi kier ia ill tirana tr iri, we feedback! jake quick survey enter chance to win $250 store gift card . go myfakestore . com/win » winners monthly “ oeic ioi ioi ian ariana it, cashier jotn doe store 123 pos 008 transact ion2629 sunday, february 18 . 2002 1228 am"
bank statement,"page 10f5 03/02/2022 dc 1090001004290 gis anycompany financial services 999999999 16769 3 c001 11 s 66 002 marcia oliveira 865 kub pines, rolandahaven, tx 084754879 your consolidated statement contact for 03/02/2022 example.com (858) lll0101 (858) 5550101 do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz 2020 anycompany financial services . lf traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account number details on 009553928489 1,853.89 page1 balance (s) ‘ total checking money savings accounts $4 853.89 savings 955392848936 14,446.01 total savings accounts $14,446.01 checking money market savings accounts checking 009553928489 account summary ir previous balance 03/02/2022 your balance 06/17/2020 deposits, credits interest + 4,82 = $1,853.89 average posted balance statement cycle $5,787.22 checks check #amount (s $) date check #amount (s $) date check 1.00 06/05 = 101.39 06/09 985026 “ indicates skip sequential check numbers item total checks amount (s $) * 9650 = page 1 1 0000667"
employment proof,"employment letter sample julian grant ‘ company nc . 423 south bank ra new york, ny, 10067 ‘ august 24, 2019, welcome inc. ‘ somerset ra . new york, ny, 10088 dear mr. scot this letters certify income employment matthew simpson . he employed company inc. holds tite general counsel . he employee company inc. july 15, 2013 . the company located 128 south bank re, new york, ny . his current salary $90,000 paid ‘ annually additonal annul bonus $5,000, ‘ the supporting document () enclosed proof income wage tax statement (w2) ‘ pay stubs . all ofthe information provided correct knowledge, 1 questions information provided,n't hesitate contact 17183858567or juliangrantcompany.com, sincerely, julian grant ceo wli lic ‘ state new york ‘ county manhattan (on 25 day august, 2019,, jack benson, personally appeared matthew simpson, personally proved basis satisfactory evidence person subscribed instrument acknowledged executed signature instrument person executed instrument so pom signature notary ‘ my commission expires august 30, 2025"
invoice,"anycompany inc . date jan 03, 2020 suite 908 462 edelmira camp invoice #448397831 oneidaburgh 1a 810929328 customer id 807 phone (858) 5550101 due date jan 18, 2020 bill to diego ramirez 54217 erdman mall, tillmanburgh west virginia 350078532 diego.ramirezexample.com description amount nature's way organic lozenge, elderberry $18.81 summit avalon 2017 calendar 12 $20.85 miles kimball sage twillo bar $43.17 total $82.83 other comments total payment due 30 days ifpaying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
bank statement,"page 1 ofs 03/02/2022 dc 1090001004290 gis anycompany financial services group inc. 999999999 16769 3 c001 11 s 66002 nikki wolf 59408 norbert via, bechtelars tad, ks 11470 your consolidated statement contact rose a ee do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today . com/u . example bank, member fdic . to learn, visit example.com/abcxyz 2020 anycompany financial services group inc . if traveling usa concerns accessing account traveling, contact branch banker call 858lll0104 summary accounts account name account number balance ($) details on checking ~~ 908882636415 13,921.25 page 1 total “ checking money market savings accounts $13,921.25 9,284.99 888263641 536 total accounts ~~ $9,284.99 checking money market savings accounts w checking 008882636415 account summary your previous checks, 03/02/2022 _ $14,853.17 jebits service char . deposits, credit __.+.9,636.26 your balance 06/17/2020 = $13,921.25 average posted balance statement cycle $4,908.72 checks date amount (8) date check #date check #amount (s) 1 a0 965025 o6i09 98502 18 * indicates skip sequential mbers item total checks = $701.39 = page 1 1 0000667"
receipt,"the aiml store 1234 somewhere rd poway, california 92129' 02/13/2022 12128 am hurunui suc aerh noaa auc g838102381829361~238981 vr headset glasses virtual lo $29.69 real ity wd se 6tb datacenter hard 1 $334.29 subtotal $364.08 t = ca tax 7 . 7800 991 . 386 $27 . 06 total $201 . 38 863° anex charge $291 . 8 aid 00007 42260065 amex debit auth code 5006s some promotions may reduce the refund value of items iii ie iori ioi tri alar ie we feedback! take quick survey enter chance to win $250 store gift card . go myfakestore . com/win 5 winners monthiy® oiro ioi rior oi ioi ionic iir cashier john doe store 123 pos 003 transact ion 2529 sunday, february 18, 2022 1228 am"
address proof,india non judicial government karnataka coriteat no . inkatgsoorastos4att conia issued date 2 12may2021 1046 am account relerenea + nonacg (fl kacrsho®/ nagasandra2/ kaba unique doe . rtorenco + subinkakacrsflogse504692767749t purchased {pravin kittappa descrison document + atle 4 afigavit description affidavit consideration price (rs) 10 () fat pany pravin kittappa second pay 2 na ‘ stamp duty paid by pravin kittappa samp duty amouri (rs) + 100 (one hundred ony) for sarovara credit co operative society lid ouye puthorand sibnate7
tax return,"internal revenue service united states department treasury request date mmddyyyy response date mmddyyyy tracking number xxxxxxxx tax return transcript ssn provided 000000000 tax period ending dec. 31,2011 the items reflect amount shown return (pr), amount adjusted (pc) applicable . they show subsequent activity account . ssn provided 000000000 spouse ssn 00000000 name () shown on return first & last address 1 avenue drive city, st zip+4 filing statu! status shown here form numbei 1040ez, 1040a, 1040 cycle posted yyv2i10 received date ‘ april 15, yyyy remittance $0.00 exemption number #of expemtions dependent 1 name ctrl first/ last dependent ssn 00000000 dependent 2 name ctrl first/ last dependent ssn 00000000 dependent 3 name ctrl first/ last dependent ssn 00000000 dependent 4 name ctrl first/ last dependent ssn 00000000 identity theft personal id number preparer ssn 00000000 preparer ein 000000000 income wages, salaries, tips, etc ‘ taxable interset income sch b ‘ taxexempt interest ordinary dividend income sch b qualified dividends refunds of state/local taxes alimony received business income or loss (schedule) $0.00 $0.00 $0.00 $0.00 $0.00 $0.00 $0.00 $0.00 1040 line #15"
invoice,"—— anycompany llc date mar 10, 2018 40237 renetta park invoice #164300870 raynorland la 90034 customer id 7059 phone (858) 5550101 due date mar 25, 2018 bill to martha rivera 56429 yukiko village, west juneburgh michigan 49722 martha.riveraexample.com description amount fintie samsung galaxy tab a $24.96 parrot zik 2.0 wireless noise $231.14 wireless bluetooth headphones, wireless sports $74.36 nzxt phantom 410 mid tower $147.32 nuun all day hydrating vitamin $41.07 total $518.85 other comments total payment due 30 days ifpaying check, include invoice number check questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
invoice,"anycompany wholesales date dec 05, 2021 53701 jenkins tunnel invoice #159979997 fabiolaton ar 966766076 customer id 9457 phone (858) 5550101 due date dec 20, 2021 bill to wang xiulan 4071 elton isle, north del south carolina 638090825 wang.xiulanexample.com description amount dil cotton terry windowpane dish $16.76 total $16.76 other comments total payment due 30 days ¢ if paying check, include invoice check number if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
bank statement,"page 10f5 03/02/2022 dc 1090001004290 gi anycompany financial services 999999999 16769 3.c 001 11 s 66.002 efua owusu 376 norris . branch, torphymouth, wa 86 8243660 your consolidated statement contact for 03/02/2022 by wcrriccom payg) tee ora! do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany financial services . if traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account name account number checking . 006266419617 total checking money market savings accounts “ 9,010.34 ~~ $9,010.34 savings _ _ co 626641961736 total savings accounts (checking money market savings accounts checking 006266419617 account summary average posted balance statement cycle $13,802.63 totalchecks = sssc $701.39 page 1 1 0000667."
invoice,"anycompany retail services date apr 25, 2020 invoice #193112137 llc customer id 4014 suite 307 59380 lonnie drives due date may 10, 2020 lake gayleneport az 447459321 phone (858) 5550101 bill to shirley rodriguez 709 kathy glens, lake marniberg arkansas 84682 shirley.rodriguezexample.com description amount drinkmatcha matcha green tea $33.99 spigen neo hybrid htc 10 $31.22 tea tree oil foot soak $23.84 total $89.05 other comments total payment due 30 days if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
bank statement,"page 1of5 03/02/2022 1090001004290 gi anycompany corp 999999999 16769 3 c001 11 s 66002 paulo santos 4603 irvin terrace, stoltenbergview, nj 666257185 your consolidated statement contact for 03/02/2022 bey excite (ees) sosoiol do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u example bank, member fdic . to learn, visit example.com/abcxyz 2020 anycompany corp if traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts acco accountnumber ____balance ($) __ details on che 008779334812 15,956.26 total checking savings accounts _ $15,956.26 savings ___ 877933481236 _ 10,751.14 total savings accounts $10,751.14 checking money market savings accounts checking 008779334812 account summary if previous balance 03/02/2022 deposits, credits interest your balance 06/17/2020 = $15,956.26 average posted balance statement cycle $19,863.20 checks date check #amount ($} date check #date check #amount ($) _ ""965025 ‘ total checks = page 1 1 0000667"
receipt,"the aiml store 1284 somewhere ro poway, california 92129 02/18/2022 1228 am; elution eel 9836162381829381230981 wineone wood end table/night 1 976.83 stand decorative metal wall some 1 bali blue evil eye protection $28.79 hereire subtotal $167.48 t= oa tak 7.7500 169.257 $11,807 total $108.237 x6716 mastercard charge $160 . 257 ald 0006 €5058067 mastercard credit auth 0006 66087 some promotions may reduce the refund valle of items 328 co oe rioeichoehooronoohioaoc coe we feedback! take quick survey enter chance to hin $250 store gift card . go myfakestore . com/win * 5 winners monthly * oecd ioc hooper aoi iain cashier john doe store 123; pos 008 transact ion2520 sunday, february 13, 2022 1228 am"
bank statement,bank statement account holder details account holder name registered mobile number residential address account details account type account balance fd link total balance nomination account statement txndate valuedate description refno/chequeno debit credit balance 02 jan 2019 02 jan 2019 xxxxxxx xxxxxxk xxx oooo xxxxxxx 10 jan 2019 10 jan 2019 xxxxxxx xxxxxxx_ xoxo hook xxxxxxx 15 jan 2019 15 jan 2019 xooooxxx xxxxxxx xxxxx xxx xxxxxxx 20 jan 2019 20jan2019 xxxxxxx xxxxxxx xxxxx xxxxk xxxxxxx 25 jan 2019 25jan2019 xxxxxxx_ xxxxxxx_ xxx xxoxkk xxxxxxx reward points summary savings account number card number earnings total balance account related other info account type account number micr ifsc oar
bank statement,"page 1 ofs . 03/02/2022 dc 4090001004290 gis anycompany banking services 999999999 16769 3 c 001 11 s 66002 diego ramirez 74923 rodney crest, jameburgh, wi 49917 your consolidated statement contact for 03/02/2022 example.com as lllo101 do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today . com/u . example bank, member fdic . totearn, visit example.com/abcxyz 2020 anycompany banking services . if traveling usa concerns accessing account traveling, contact branch banker call 858lll0104 summary accounts account name balance () _ details on checking 007354 14,900.51 page 1 total checking money market savings account $14,900.51 savings . ___ 738477593036; 17,309.36 page 3 total savings accounts $17,309.36 ot songs 20s checking money market savings accounts 1 checking 007354775930 account summary deposits, credits your balance $14,900.51 average posted balance statement cycle $1,646.20 checks oate check #amount (8) ogios 985 . total checks = page 1 1 0000667"
invoice,"——= anycompany hardwares llc date jul 47, 2020 suite 546 12377 riva streets invoice #271519184 valentineside nm 48588 customer id 5046 phone (858) 5550101 due date aug 01, 2020 bill to saanvi sarkar 3073 gleason loaf, port mary connecticut 058815198 saanvi.sarkarexample.com description amount vortex optics precision matched rings $161.02 total $161.02 other comments total payment due 30 days ifpaying check, include invoice number check questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
invoice,"anycompany manufacturing date dec 25, 2019 in invoice #891469284 cc . customer id 4551 suite 930 4505 hayden stream due date jan 09, 2020 lake norah mn 78703 phone (858) 5550101 bill to martha rivera 935 ernesto mills, west kallie washington 74078 martha.riveraexample.com description amount sony mdr2x770dc bluetooth noise $153.64 the master's hammer chisel $135.94 soccer bracelet #1 top selling $28.14 nerf nstrike elite centurion blaster $91.56 odoria 112 black grand piano $64.69 total $473.97 other comments total payment due 30 days ifpaying check, include invoice number check questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
bank statement,"page 1 ofs 03/02/2022 dg 1090001004290 gr anycompany credit union 999999999 16769 3 c001 11 s 66 002 efua owusu 139 jamel square, east collen, ar 2 70633724 your consolidated statement contact roraanaro a a do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today . com/u . example bank, member fdic . totearn, visit example.com/abcxyz 2020 anycompany credit union if traveling usa concems accessing account traveling, contact branch banker call 858lll0104 summary accounts account name . balance ($) _ details on checking ""12,544.16 page 1 total checking money market savings ac ""$12,544.16 savings 551732575336 8,172.12 _page 3 total savings accounts $8,172.12 checking money market savings accounts = checking 005517325753 account summary your previous checks 901.74 $12,544.16 average posted balance statement cycle $12,655.38 checks date check #amount (s) date check #amount (8) date check #amount (8) 1401 0 * 06/09 985026 7 ~~150.00 5 item total checks * indicates skip sequential = page 1 1 0000667"
invoice,"anycompany llc date jun 27, 2019 7699 murazik shores invoice #183630466 bartolettiburgh oh 43727 customer id 5151 phone (858) 5550101 due date jul 12, 2019 bill to diego ramirez 2929 artie islands, lake nathanielfurt nevada 98007 diego.ramirezexample.com description amount kenney 5/88 chelsea ball decorative $23.99 sbs 46 protective cream $16.34 depth side side $17.2 total $57.53 other comments total payment due 30 days paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inguiryexample.com thank you for your business!!"
invoice,"anycompany llc apt . 454 88484 bogan greens west carltonborough wv 69782 phone (858) 5550101 bill to paulo santos 915 joana inlet, north vallieport new york 791486329 paulo.santosexample.com date mar 14, 2020 invoice #665865843 customer id 5423 due date mar 29, 2020 description amount guess how much love $36.1 universal iphone 7 plus 5.5 $24.31 total $60.41 other comments * total payment due 30 days if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
receipt,"the aiml store 1284 somewhere rd poway, california 92129 . 02/13/2022 1228 am . rouge aoe; cuisinart opt1808ch metal $8.71 classic 4slice) my little pony friendship is 1 $23.18 sbt st j = ca tak 7 . 7800 167 . 885; 311.015 total s17 . 85 xs771 amex charge $17 . $85 aid agoone2626999 ae; amex credit . auth code 069006 scve promotions may . reduce the refund value of items seapeeocoonan acer ee hore we feedback! take quick . survey enter chance to win $260 store gift card . 60 myfakestore . com/win * 6 winners monthly * cashier john doe store 123 “ pos 008 transact ion 2520 “ sunday, february 18, 2022 1228 an"
bank statement,"page 1ofs 03/02/2022 dc 1090001004290 gi anycompany bank 999999999 16769 3 c 001 11 s 66 002 jane doe 7972 jermaine mountain, east jonathanfort, md 241675046 your consolidated statement contact for 03/02/2022 example.com (258) lll0104 do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany bank . ifyou traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account number balance (s) __ details on 003884257406 19,102.60 page 1 total checking money market savings accounts _ “ $19,102.60 savings _ 40636 9,762.71 page 3 total savings accounts $9,762.71 checking money market savings accounts checking 003884257406 account summary your previous balance deposits, credits intere; 2 your balai 06/17/2020 = $19,102.60 average posted balance statement cycle $1,499.02 checks date check #amount (8) date check #amount (s) date check #amount (8) 0526 oo ‘ gos ""965025 101.38 x a0 * indicates skip sequential check numbers item total checks = $701.39 = page 1 1 0000667"
bank statement,"page 10f5 03/02/2022 dc ’ 1090001004290 . gi anycompany financial group 999999999 16769 3 c 001 . 11 s 66 002 zhang wei 29258 legros wall, jaskolskifort, la 20959 your consolidated statement contact for 03/02/2022 fy cecrrtccom bey ge eb ato! do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany financial group . if traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account aa account mimber ""bal details on . checking 006611887533 3,439.98 page1 total checking money marketsavings accounts . (((<st (tii 34 . savings 2 fe 861188759996 __.5,65998 page 3 total savings accounts $5,659.98 . . b checking money market savings accounts checking 006611887533 account summary deposits, credits andinterest . your balance 06/17/2020 average posted balance statement cycle $13,283.07 checks total checks page 1 1 0000667"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/13/2022 1228 am cacore ae a bionyx hb+ creatine . 240g, 1 $1.77 too .; caron eos rebel 15 digital 1 $479.91 aeotec aeon labs dsb28 1 $100.82 zws i subtotal $662.50 t= ga tax 7 . 7500 712 . 188 7 $40 . 688 total . s712, 188 » 298 diner . charbe $712 . 188 and sgoooaaa26221 diner debit auth code 066221 some promotions may reduce the refund value of items srbc igoeciioiocie rodeo oi we feedback!; take quick survey enter chance ‘ to win $260 store gift card . go nyfakestore . com/win * s winners monthl * recone ere deir da er ighoci oo idoccoueee cashier john doe store 123 pos 003 traneact ion 2629 sunday, february 12, 2082 1228 ak"
receipt,"the aiml store 1234 somewhere ro poway, california 92129 2/18/2022 1226 am vaso opuntia oid mexico spineless 1 $5.85 cactus flora swedish bitters non} $35.4 alcohol naturelwise green coffee bean 1 $88.74 extract ‘' subtotal $90.90 t= ca tax 7, 7500 . 107, 48g 97.400 total s107 . 489 30678 amex charge $107 . 9 aid 0000889176625 amex debit auth code 068525 some promotions may . reduce the refund value of itehs 220 doeeoce ioi oo ooo acooiooie we feedback! take quick survey enter . chance to hin $250 store gift card . go kyfakestore . com/w 5 wirrers monthly * as onierioociioi choco iroooouiiicooee cashier john doe store 123 pos 003 transact ion 2529 sunday, february 18, 2022 1228 am"
bank statement,"page 10f5 03/02/2022 1090001004290 gi anycompany holdings llc 999999999 16769 3 c001 11 s 66002 kwes! manu 30018 nolan orchard, north sanjuanitashire, de 903605056 your consolidated statement contact for 03/02/2022 ey cxemie () ssso101 do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u example bank, member fdic . to learn, visit example.com/abcxyz 2020 anycompany holdings llc ifyou traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts _ — account.number balance (s) __ details on 00514 1239376 528.77 page 1 total checking money avings accounts $528.77 savings 511123937636 9,658.66 page total savings accounts $9,658.66 °=~°~2~ ” checking money market savings accounts checking 005111239376 account summary eposits, credits {interest your balance 06/17/2020 average posted balance statement cycle $4,456.87 checks check #amount (s} date check #amount ($) date check 4401 ” 06/05 ~4104.39 06/09 985026 “ indicates skip sequential check numbers item total checks _ amount ($) = page 1 1 0000667"
invoice,"anycompany manufacturing inc . apt . 554 7718 wisoky ramp jimchester ut 703852547 phone (858) 5550101 bill to paulo santos 850 stiedemann neck, west halmouth delaware 29924 paulo.santosexample.com date jan 28, 2021 invoice #450036633 customer id 2299 due date feb 12, 2021 description amount cuisinart cpt180bch metal classic 4slice $123.71 my little pony friendship is $23.16 total $146.87 other comments total payment due 30 days if paying check, include voice number check if questions invoice, contact phone (858) 5550101 email invoice_inguiryexample.com thank you for your business!!"
bank statement,"page 10f5 03/02/2022 dc 1090001004290 gig anycompany financial services group inc 999999999 16769 3 c001 11 s 66 002 akua mansa 40123 howard fields, port carolynburgh, or 465214 your consolidated statement contact for 03/02/2022 3 oe () s5e0101 do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz 2020 anycompany financial services group inc . if traveling usa concerns accessing account traveling, contact branch banker call 858lll0104 summary accounts acco account number __balance (s) _ details on chec! 003637570152 5,772.84 page 1 total checking avings accounts _ $5,772.84 savings 363757015236 9,353.59 total savings accounts ” 7 ""$9,353.59 checking money market savings accounts checking 003637570152 account summary balance 06/17/2020 = $5,772.84 average posted balance statement cycle $18,018.13 amount (8) date check #450.00 _ * 9 amount (s $) date 401.39 06/09 985026 total checks amount ($) = page 1 1 0000667"
receipt,"the aiml store 1234 somewhere ro poway, california 92129 02/19/2022 1228 am arta eere wt li bestek bow 2socket 1 21.14 cigarette lighter; huffy disney frozen preschoo! 1 $97.08 seyhee! subtotal $108.22 t = ca tax 7, 7500 116, 937 117 total s116 . s37 xo904 amex charge $116 . 337 aid 40000157770491 amex obit auth code 60401 ‘ some promotions may reduce the refund valle of items seep ororecrh choc iaoebeodoroorooooote we feedback! take a. quick survey enter chance to win $250 store gift card . go lyfakestore . com/w * s winners monthly * ero oriororaoo ook anocio ooo iiit cashier john doe store 128 pos 008 transact ion2529 sunday, february 12, 2022 1228 am"
